prompt,prompt_length,token_rarity,num_objects,abstractness,attribute_density,spatial_relations,action_verbs,named_entities
white satellite dish on the ground,6,0,1,1,0,1,0,1
great white shark in the water,6,0,1,2,2,1,0,0
a computer monitor and mouse are on a desk,9,0,2,4,0,1,0,0
a green insect with long wings sitting on a leaf,10,1,2,3,2,2,1,0
a black snake is sitting on a rock and a log,11,0,2,5,1,1,1,0
a woman standing next to a large grey dog,9,0,1,3,2,2,1,0
a black and yellow fish with a yellow tail,9,0,1,4,3,1,0,0
a man holding a large fish in the dark,9,0,2,3,1,1,1,0
a man with tattoos holding two drumsticks,7,2,2,2,0,1,1,0
a butterfly with a small brown spot on its wing,10,1,2,4,2,2,0,0
a large white dog standing on a brick wall,9,0,1,2,2,1,1,0
a fireplace with a large painting on the mantle,9,2,2,4,1,2,0,0
a volleyball player reaching for the ball,7,1,1,3,0,0,1,0
two men standing next to a military vehicle,8,0,2,2,1,2,1,0
a castle with a large tower and a flag pole,10,0,1,5,1,1,0,0
a man walking down the street carrying a basket,9,0,2,3,0,1,2,0
a spider with a yellow and black body is sitting on its web,13,0,3,6,2,2,1,0
a man in a medieval armor is using his cell phone,11,1,3,4,1,1,1,0
a rabbit sitting on the ground,6,0,1,2,0,1,1,0
a shield with a gold and silver design on it,10,0,2,4,1,2,0,0
a leopard is yawning and showing its teeth,8,2,2,4,0,0,2,0
a large white cauliflower on a white background,8,1,1,2,3,1,0,0
a beetle with brown and black markings on its body,10,2,2,4,2,2,0,0
a golf ball is shown in the sky,8,0,1,3,0,1,1,0
a red ink bottle with a black lid,8,1,1,3,2,1,0,0
a bed with a canopy and a white canopy,9,2,1,5,1,1,0,0
a girl in a blue shirt,6,0,1,2,1,1,0,0
a cobra with its head turned to the side,9,1,3,5,0,2,1,0
"whale shark, brazil, brazilian waters, brazil, brazilian waters,",8,6,0,0,2,0,0,3
a white dog with a pink flower on its head,10,0,2,4,2,2,0,0
money and credit card in germany,6,0,1,1,0,1,0,1
great white shark in cage,5,0,1,1,2,1,0,0
a small butterfly is sitting on a flower,8,1,2,3,1,1,1,0
two black and white puppies are sitting on some stairs,10,1,2,3,2,1,1,0
howler monkey in costa rica,5,2,1,0,0,1,0,1
"an axolotl, a type of salamander, is seen in a tank",11,4,2,5,0,1,1,0
a fly with yellow eyes sitting on a leaf,9,0,2,3,1,2,1,0
a phone booth with a blue door,7,0,1,3,1,1,0,0
a large ship in the water,6,0,1,2,1,1,0,0
two shells are sitting in the water on a rock,10,1,3,3,0,2,1,0
a silver armor plate with gold rivets,7,2,1,2,2,1,0,0
a revolver with a white handle and a black background,10,1,1,5,2,1,0,0
a plate of crabs sitting on a table,8,1,2,3,0,1,1,0
a red tractor with a plow and a planter,9,3,1,5,1,1,0,0
two large crabs sitting in a sink,7,1,1,1,1,1,1,0
a mushroom with a brown stem,6,1,1,3,1,1,0,0
a large crab sitting on a white plate,8,1,1,2,2,1,1,0
a small fox sitting on the ground in the woods,10,0,2,3,1,2,1,0
a leopard is walking through the snow in the winter,10,1,3,4,0,2,1,0
a dog laying on the grass in the yard,9,0,2,3,0,2,1,0
a video game controller with a cord attached to it,10,1,2,4,0,2,1,0
howler monkeys in the rainforest,5,3,1,1,0,1,0,0
a woman holding a dog on a red and yellow stage,11,0,2,4,2,1,1,0
a small brown and black amphibian with a long tail,10,1,1,4,4,1,0,0
a small brown and black amphibian in an aquarium,9,2,1,3,3,1,0,0
a tin of makeup powder with a picture of three women,11,0,3,5,0,1,0,0
two maracas with wooden handles and red and green colors,10,2,1,3,3,1,0,0
a man wearing a helmet and a gas mask,9,0,1,4,0,0,1,0
a white dog is being judged by two people,9,1,1,4,1,1,1,0
a box full of crabs sitting on a table,9,1,2,3,1,1,1,0
a group of colorful sticks with different designs on them,10,1,3,4,2,2,0,0
a monkey sitting on a rock with a baby monkey,10,0,2,4,0,2,1,0
a white and pink axolotl in a tank,8,1,1,3,2,1,0,0
a black dog standing on a dirt path,8,0,1,2,1,1,1,0
a military vehicle is driving on the beach,8,0,2,3,1,1,1,0
a monkey on the ground,5,0,1,2,0,1,0,0
a black dog sitting in the grass with its tongue out,11,0,2,4,1,3,1,0
a large sail boat with a red flag in the water,11,0,2,4,2,2,0,0
a four poster bed in a bedroom with a window,10,0,2,4,0,2,0,0
a woman in a green and yellow uniform,8,0,1,3,2,1,0,0
a leopard is sitting on a ledge with a bird,10,2,3,5,0,2,1,0
a gray monkey with a black face sitting on a tree branch,12,0,2,4,2,2,1,0
canon eos m 50mm f1.8 lens,7,2,0,0,1,0,1,1
"a close up of a snake's head with the word ""g"" on it",14,2,3,5,0,3,0,0
a close up of a spider with large legs,9,0,2,4,1,2,0,0
a bottle opener with a wooden handle and a metal handle,11,1,2,5,1,1,0,0
a dog sitting on a wooden bench in the woods,10,0,2,3,1,2,1,0
a dog laying on the floor,6,0,1,2,0,1,1,0
a silver bird shaped jug with a handle,8,1,3,3,0,1,1,0
the girls volleyball team poses for a photo,8,2,2,3,0,0,1,0
a brown shawl with fringes on it,7,2,2,2,1,2,0,0
a black spider on a wooden surface,7,0,1,2,2,1,0,0
a white dog with a purple collar,7,0,1,3,2,1,0,0
an oscilloscope with a green screen and a red wire,10,1,1,5,2,1,0,0
a white dog with long hair running on the green carpet,11,0,2,3,3,2,1,0
a woman wearing a white lace bra and panties,9,3,1,3,1,0,1,0
a pan with a handle on a white surface,9,0,2,4,1,2,0,0
two red mittens with the word kitty on them,9,2,2,2,1,2,0,0
two monkeys are holding hands and one is wearing green gloves,11,1,4,3,1,0,2,0
a man in medieval clothing holding a bow and arrow,10,0,2,4,1,1,1,0
a small rabbit sitting on the ground in the grass,10,0,2,3,1,2,1,0
two black and white monkeys sitting on top of a wooden shelf,12,1,2,3,3,2,1,0
a brown weasel standing on a rock in the water,10,1,3,3,1,2,1,0
a monkey hanging from a tree branch with its arms outstretched,11,1,3,5,0,2,2,0
a jaguar laying in the grass,6,1,1,2,0,1,1,0
a close up of a woodworking tool on a workbench,10,2,2,4,1,2,0,0
an otter sitting in the grass near a river,9,1,2,3,0,2,1,0
a fluffy gray cat sitting on a rug,8,2,1,2,2,1,1,0
sound sense learning the sounds of your life,8,0,2,3,1,0,1,0
an elephant with tusks and a blue background,8,1,1,4,1,1,0,0
a baby in a white crib with pink dress,9,1,2,3,2,2,0,0
a grey dog running through a field with a stick in its mouth,13,0,3,5,1,3,1,0
a yellow and black spider with a blue background,9,0,1,4,3,1,0,0
a volleyball player reaching for the ball,7,1,1,3,0,0,1,0
a collage of pictures of a japanese room,8,1,2,4,1,0,0,0
a green apple and a bowl of cinnamon on a cutting board,12,1,2,5,2,1,0,0
a toy model of a military vehicle with a man on it,12,0,3,5,1,2,0,0
a small brown and white fish with long fins,9,1,1,3,4,1,0,0
puppies in a window with pumpkins and a pumpkin,9,3,2,4,0,2,0,0
a small fish with black and white stripes on its back,11,1,2,4,3,2,0,0
a small dog with a long hair standing on a white surface,12,0,2,4,3,2,1,0
two brown dogs playing with a stuffed animal,8,1,1,2,2,1,2,0
a large red meat wrapped in plastic,7,0,1,1,2,1,1,0
a green sleeping bag with purple dots,7,1,1,2,2,1,1,0
two turtles are sitting on the ground with eggs,9,1,3,3,0,2,1,0
a small plant with red flowers and strawberries,8,1,1,3,2,1,0,0
a large grey dog standing in the grass,8,0,1,2,2,1,1,0
a group of women playing volleyball,6,1,2,2,0,0,1,0
solar panels in the desert,5,0,1,1,1,1,0,0
a small animal sitting on a rock,7,0,1,2,1,1,1,0
a small wooden cabinet with a key lock,8,0,1,3,3,1,0,0
a small brown puppy is being held by a person,10,0,1,5,2,1,1,0
a bed with a mosquito net on it,8,1,2,3,1,2,0,0
a roman armor with a belt and a sword,9,1,1,5,1,1,0,0
four different pictures of a leopard with its mouth open,10,1,2,5,2,1,0,0
a squirrel sitting on a fence with a black and white photo,12,1,2,5,2,2,1,0
a stuffed fox standing on a log,7,1,2,2,1,1,2,0
a gray fox sitting on a rock in the woods,10,0,2,3,1,2,1,0
a small animal sitting on the ground in the grass,10,0,2,3,1,2,1,0
a bug with long legs and a black body,9,0,1,4,2,1,0,0
a woman standing next to a large white dog,9,0,1,3,2,2,1,0
a bow and arrow with a red arrow and a red arrow,12,0,1,6,2,1,0,0
a close up of a white marble surface,8,1,1,3,1,1,0,0
a green mitten ornament with the word calab,8,3,2,3,2,1,1,0
a black and white photo of a dog laying on the ground,12,0,2,5,2,1,1,0
a cobra is being fed by a man,8,1,1,5,0,1,1,0
three shells on a table,5,1,1,1,0,1,0,0
"a lamp is on a table next to a table with a phone, a mug, and a plate",18,3,4,10,0,4,0,0
a spider and a bug are on a web,9,0,2,5,0,1,0,0
a man holding a fish on a boat,8,0,2,3,0,1,1,0
a black gas mask with a white background,8,0,1,3,2,1,0,0
two large metal plates with handles on a green surface,10,1,2,2,2,2,0,0
a young man is holding a large pike fish,9,1,2,3,3,0,1,0
a large fruit with green leaves on a tree,9,0,2,3,2,2,0,0
two small fish swimming in a tank with water,9,0,2,2,1,2,1,0
a large metal antenna,4,1,0,1,1,0,0,0
a meerkat looking at the camera,6,1,1,3,0,1,1,0
a group of people standing around a cow in a field,11,0,3,5,0,2,1,0
a black bear is standing on a rock,8,0,2,3,1,1,1,0
a metal chain with a leather key attached to it,10,0,2,4,0,2,1,0
a white axolotl with pink hair,6,1,1,2,2,1,0,0
a man driving a cart with two oxen pulling it,10,2,3,3,0,1,2,0
a small brown weasel is being held in someone's glove,11,2,1,3,2,1,1,0
a catamaran is docked at a marina,7,3,1,4,0,1,1,0
an orange flower with a dark background,7,0,1,3,2,1,0,0
a dog with a leash walking on a street,9,1,2,4,1,2,0,0
wooden cabinet with drawers,4,1,1,1,1,1,0,0
a cell phone with a small antenna sticking out of it,11,1,2,4,1,2,1,0
a medical device with a hose and a mask,9,1,1,5,1,1,0,0
a sailboat floating in the water with a reflection of the sky,12,1,3,6,0,2,1,0
a tennis ball and a bat laying on the grass,10,0,1,4,0,1,1,0
an old piano in a room with pictures on the wall,11,0,3,4,1,3,0,0
a woman in a black bra and panties standing in front of a computer,14,2,3,5,1,3,1,0
a black bear sitting in a tree with leaves,9,0,2,3,1,2,1,0
a white game controller with a red light,8,0,1,3,2,1,0,0
a fish in an aquarium with plants and rocks,9,1,2,4,0,2,0,0
a black and white dog sitting on a sidewalk,9,1,1,3,2,1,1,0
a brown and white dog wearing a red harness,9,1,1,3,3,0,1,0
a monkey holding a green apple in its mouth,9,0,2,3,1,1,1,0
a mountain range,3,0,0,1,0,0,0,0
a white mushroom growing in the leaves on the ground,10,1,2,3,1,2,1,0
an old upright piano in a room with a bench,10,1,2,4,2,2,0,0
two men are holding a large fish on a boat,10,0,3,3,1,1,1,0
a woman standing next to a large white dog,9,0,1,3,2,2,1,0
a small fish with long hair on its head,9,0,2,3,2,2,0,0
a piano and a cello in a room,8,1,1,4,0,1,0,0
a man holding a large pike fish in the field,10,1,2,3,2,1,1,0
an axolotl is standing in a tank with gravel,9,2,3,4,0,2,1,0
a flashlight with a key chain attached to it,9,1,2,4,1,2,1,0
a black case with several electronic devices in it,9,0,2,2,3,2,0,0
a roof made of sticks and straw,7,1,1,3,0,0,1,0
a house with a thatched roof and scaffolding,8,2,1,4,1,1,2,0
a walk along the path in the vineyards of luzern,10,2,3,5,0,2,0,0
a yellow and green whistle with a soccer ball,9,1,1,4,2,1,0,0
a wine opener with a corkscrew and a bottle opener,10,3,2,5,0,1,0,0
a turtle with its head in the water,8,1,2,4,0,2,0,0
a butterfly with brown and white markings on its wings,10,2,2,4,2,2,0,0
a fox is standing in the grass near a tree,10,0,3,4,0,2,1,0
a white rabbit sitting on top of rocks,8,0,2,2,1,2,1,0
a black dog standing on a green table,8,0,1,2,2,1,1,0
a spider with long legs and a long tail,9,0,1,4,2,1,0,0
a wine opener with a corkscrew on top of an orange cloth,12,2,3,5,0,3,0,0
the elephant is standing,4,0,1,2,0,0,1,0
four monkeys playing in a water hole,7,1,1,1,0,1,1,0
a crab in a plastic container with water,8,1,2,3,1,2,0,0
a large beetle with black and brown markings on its back,11,2,2,4,3,2,0,0
a sleeping bag laying on the floor in a room,10,0,2,3,1,2,2,0
a lizard with black and white spots on its back,10,1,2,4,2,2,0,0
a black dress is displayed in a store,8,0,1,3,1,1,1,0
a monkey sitting on the ground eating fruit,8,0,2,2,0,1,2,0
a fireplace with a green tile surround and wood trim,10,4,2,4,1,1,0,0
ibm ibm-9000 joystick for ibm 9000,6,5,1,1,0,0,0,2
a lemur eating a piece of fruit on a branch,10,1,3,4,1,1,1,0
a monkey sitting on a rock in the grass,9,0,2,3,0,2,1,0
corn on the cob,4,1,1,1,0,1,0,0
a group of four wooden musical instruments,7,0,1,2,2,0,0,0
a large stone castle with a tower and a clock tower,11,0,1,5,1,1,0,0
two butterflies are sitting on a leaf,7,1,2,2,0,1,1,0
two swords with a silver handle and blade,8,1,2,3,1,1,1,0
a white axolotl in an aquarium with plants,8,2,2,3,1,2,0,0
a small lizard on the ground with its tail out,10,1,2,4,1,3,0,0
a ferret curled up on a rug in a room,10,3,3,3,0,3,1,0
a group of lipstick in different colors,7,1,2,3,1,1,0,0
a thatched roof with a bench in front of it,10,1,3,4,1,3,1,0
sliding doors for closets sliding doors for closets sliding doors for closets,12,6,5,3,1,0,3,0
a small fan sitting on top of a table,9,0,2,3,1,2,1,0
a large dam with water flowing over it,8,0,2,4,1,2,1,0
a man and a woman riding a cart,8,1,1,4,0,0,1,0
a boy holding a large pike fish on a lake,10,1,2,3,2,1,1,0
a piano with a wooden case and keys,8,0,1,4,1,1,0,0
a man holding a fish on a boat,8,0,2,3,0,1,1,0
a large body of water,5,0,1,2,1,0,0,0
a group of croquet balls and sticks on the grass,10,1,2,4,0,1,0,0
two black dogs sitting next to trophies on the grass,10,1,2,2,1,3,1,0
a large dam with water flowing over it,8,0,2,4,1,2,1,0
a white stingfish on a rock in the ocean,9,1,2,3,1,2,0,0
a blue teapot with a flower design on it,9,1,2,3,1,2,0,0
a small white lizard is being held in someone's hand,11,1,1,3,2,1,1,0
a small lizard is sitting on a person's hand,10,1,2,3,1,1,1,0
a cake with a tennis ball and two people on it,11,0,2,4,0,2,0,0
an axolotl is in a glass tank with a green head,11,1,3,5,1,2,0,0
a polar bear is sitting on the ground,8,1,2,3,1,1,1,0
a pair of scissors with a metal handle,8,1,2,4,0,1,0,0
a woman holding a large fish on the beach,9,0,2,3,1,1,1,0
an old barn with a rusty roof sits in the middle of a field,14,2,4,6,2,2,1,0
a large group of fish swimming in the ocean,9,0,2,3,1,1,0,0
a baby's room with a canopy bed and pink hearts,11,1,1,4,1,1,0,0
a small monkey sitting on a branch in a forest,10,0,2,3,1,2,1,0
a wooden stick with a long handle on top of a white marble,13,1,3,5,3,3,0,0
the sky is blue,4,0,1,2,1,0,0,0
a small baby animal is being held by a person,10,0,1,5,1,1,1,0
a large orange machine with a large bucket on it,10,0,2,3,2,2,0,0
a view of the mountains from a hillside,8,1,2,5,0,1,0,0
a 3d image of a sand timer on a checkered floor,11,2,2,4,1,1,0,0
a leopard walking through the grass in the wild,9,1,2,4,1,2,1,0
a wooden cabinet with a large wooden design on it,10,0,2,3,3,2,0,0
a pink sleeping bag with a flower design,8,0,1,3,1,1,1,0
solar panels on top of a roof with wind turbines,10,1,3,3,1,3,0,0
a bowl of clams and shrimp on a counter,9,2,2,4,0,1,0,0
a black and white sting ray in an aquarium,9,2,1,3,3,1,0,0
a golf ball with a face painted on it,9,0,2,3,0,2,1,0
a group of screws with different sizes and shapes,9,2,2,5,1,1,0,0
a green metal keychain with a key,7,1,1,3,2,1,0,0
two snakes with long tails sitting on the ground,9,2,2,2,1,2,1,0
two men and a woman playing volleyball in front of a building,12,1,3,4,0,2,1,0
a man is holding an elephant by the neck,9,0,3,5,0,1,1,0
a large green bug with long legs on a white surface,11,0,2,3,4,2,0,0
a pile of roasted peanuts on a white background,9,2,2,3,2,1,0,0
a cobra is sitting on the ground,7,1,2,3,0,1,1,0
a path leading to a stream in the mountains,9,0,2,4,0,2,1,0
a black monkey standing on a tree branch,8,0,1,2,1,1,1,0
a laptop computer sitting on a table with a keyboard,10,0,2,4,0,2,1,0
go pro knee pads,4,1,1,0,1,0,1,0
an oil painting of a gorilla laying down,8,1,1,3,0,1,1,0
two screws with a chrome finish on a white background,10,2,2,3,1,2,0,0
a woman in a white shirt and shorts is about to hit a volleyball,14,1,3,7,2,2,1,0
a dollhouse is sitting on top of a shelf,9,1,3,4,0,2,1,0
an orange sleeping bag on the floor,7,0,1,2,2,1,1,0
a military vehicle is parked in a garage,8,1,1,3,1,1,1,0
a female warrior with red and white armor and a bow,11,1,1,5,3,1,0,0
a pair of knee pads in a mesh bag,9,2,2,3,1,1,0,0
a woman in a bra and panties is on the website,11,2,3,5,0,2,0,0
the blue flag is a symbol of the university of south carolina,12,0,3,6,1,0,0,1
pair of knee pads with black rubber,7,1,2,2,1,1,0,0
a dog sitting in the grass,6,0,1,2,0,1,1,0
a black bear walking in the grass,7,0,1,2,1,1,1,0
a painting of a snow leopard with its mouth open,10,1,2,5,1,1,0,0
two black and white monkeys sitting on grass,8,1,1,1,2,1,1,0
a young woman in a pink bikini top standing by a window,12,1,2,4,2,2,1,0
two girls playing volleyball in a gymnasium,7,2,2,1,0,1,1,0
a brown leather case with a notepad and pen,9,1,1,4,1,1,0,0
a volleyball player is trying to block the ball,9,1,2,5,0,1,2,0
a black binder with a white cover holding a bunch of gold coins,13,1,3,5,3,1,1,0
a baby puppy being fed with a bottle,8,0,1,4,1,1,1,0
a cell phone with the tv on it,8,0,2,3,0,2,0,0
a bed with a mosquito net and pillows,8,2,1,4,1,1,0,0
a black case with tools and tools in it,9,0,2,3,1,2,0,0
two wooden spoons with wooden handles and a wooden spoon,10,3,1,3,3,1,0,0
hello kitty sandals with red straps,6,3,1,1,1,1,0,1
"two pictures of a lizard with red, blue and pink colors",11,2,2,4,3,1,0,0
a crab with its head up,6,1,1,3,0,2,0,0
a large shell with a black and white pattern,9,0,1,4,3,1,0,0
a group of people riding in a cart pulled by two oxen,12,2,3,4,0,2,2,1
a monkey is climbing up a tree branch,8,0,2,3,0,1,1,0
a crab with large eyes on its head,8,1,2,3,1,2,0,0
a man wearing a t - shirt with squares on it,10,2,3,3,0,2,1,0
a statue of an elephant in a pond,8,1,2,4,0,1,0,0
a purple flower with white centers in a garden,9,0,2,3,2,2,0,0
a basket filled with various types of food and snacks,10,1,2,5,1,1,1,0
